material_id,bandgap,is_train
43542.cif,2.955,TRUE
43558.cif,3.754,TRUE
43586.cif,2.955,TRUE
43643.cif,3.798,TRUE
43859.cif,3.165,TRUE
43867.cif,2.409,TRUE
43893.cif,4.92,TRUE
43898.cif,4.035,TRUE
43975.cif,2.484,TRUE
43988.cif,2.961,TRUE
44026.cif,2.981,TRUE
44048.cif,1.643,TRUE
44105.cif,0.816,TRUE
44158.cif,0.99,TRUE
44164.cif,5.074,TRUE
44172.cif,2.6,TRUE
44218.cif,2.27,TRUE
4425385.cif,2.34,TRUE
4425466.cif,0.504,TRUE
4425471.cif,0.671,TRUE
4425729.cif,0.505,TRUE
44296.cif,0.88,TRUE
44298.cif,2.155,TRUE
44446.cif,4.349,TRUE
44479.cif,4.42,TRUE
44515.cif,3.986,TRUE
44528.cif,4.021,TRUE
44671.cif,1.951,TRUE
44682.cif,2.074,TRUE
44780.cif,2.259,TRUE
45001.cif,2.451,TRUE
45008.cif,1.079,TRUE
45087.cif,0.776,TRUE
45281.cif,5.086,TRUE
45589.cif,3.683,TRUE
4630733.cif,4.232,TRUE
46326.cif,0.895,TRUE
4634948.cif,1.414,TRUE
4636888.cif,1.109,TRUE
46481.cif,1.567,TRUE
4732424.cif,0.671,TRUE
4732464.cif,3.807,TRUE
4732469.cif,2.5,TRUE
4732516.cif,1.309,TRUE
4732532.cif,0.637,TRUE
4732615.cif,1.138,TRUE
4732631.cif,2.602,TRUE
4732641.cif,0.676,TRUE
4732657.cif,0.937,TRUE
4732667.cif,1.235,TRUE
4732683.cif,2.318,TRUE
4732718.cif,1.73,TRUE
4733140.cif,1.848,TRUE
4739950.cif,1.562,TRUE
4739975.cif,1.87,TRUE
4739980.cif,1.563,TRUE
4750665.cif,0.723,TRUE
4750750.cif,1.829,TRUE
4751035.cif,0.897,TRUE
4751060.cif,1.052,TRUE
4751080.cif,0.528,TRUE
4762473.cif,0.623,TRUE
4762478.cif,0.83,TRUE
4762508.cif,0.815,TRUE
4763313.cif,0.927,TRUE
4780527.cif,1.77,TRUE
4780708.cif,1.198,TRUE
4780805.cif,0.534,TRUE
4781359.cif,1.449,TRUE
4781494.cif,2.516,TRUE
4781919.cif,1.559,TRUE
4782159.cif,1.555,TRUE
4788042.cif,2.026,TRUE
4788506.cif,2.958,TRUE
4790676.cif,2.787,TRUE
4792965.cif,0.782,TRUE
4793457.cif,0.635,TRUE
4793541.cif,1.569,TRUE
4793551.cif,0.617,TRUE
4793572.cif,1.095,TRUE
4794703.cif,0.642,TRUE
4794708.cif,0.63,TRUE
4794938.cif,0.963,TRUE
4794943.cif,1.038,TRUE
4794948.cif,1.452,TRUE
4794996.cif,1.441,TRUE
4795001.cif,1.56,TRUE
4795013.cif,2.367,TRUE
4795018.cif,1.33,TRUE
4795044.cif,2.429,TRUE
4796373.cif,3.758,TRUE
4796843.cif,3.762,TRUE
4796859.cif,0.725,TRUE
4797816.cif,0.825,TRUE
4797823.cif,2.272,TRUE
5179851.cif,3.127,TRUE
5181498.cif,0.944,TRUE
5181758.cif,1.224,TRUE
5182237.cif,2.91,TRUE
5182435.cif,4.499,TRUE
5183182.cif,3.931,TRUE
5183187.cif,5.464,TRUE
5183407.cif,5.476,TRUE
5183657.cif,5.571,TRUE
5183794.cif,1.255,TRUE
5184243.cif,2.783,TRUE
5184297.cif,2.448,TRUE
5185147.cif,3.483,TRUE
5185420.cif,1.124,TRUE
5186071.cif,1.874,TRUE
5186096.cif,2.745,TRUE
5187060.cif,1.384,TRUE
5187157.cif,4.21,TRUE
5187208.cif,1.27,TRUE
5187224.cif,1.951,TRUE
5187543.cif,2.171,TRUE
5187733.cif,1.892,TRUE
5187778.cif,1.488,TRUE
5188125.cif,1.252,TRUE
5188335.cif,1.809,TRUE
5188539.cif,1.91,TRUE
5188809.cif,2.752,TRUE
5204341.cif,3.744,TRUE
5204368.cif,3.12,TRUE
5204371.cif,4.153,TRUE
5216349.cif,4.205,TRUE
5227121.cif,3.093,TRUE
5227365.cif,0.74,TRUE
5228602.cif,0.951,TRUE
5228990.cif,1.705,TRUE
5248556.cif,1.569,TRUE
5267433.cif,2.037,TRUE
5269198.cif,0.921,TRUE
5269346.cif,0.935,TRUE
5269408.cif,1.149,TRUE
5269709.cif,2.119,TRUE
5269739.cif,0.518,TRUE
5269747.cif,0.734,TRUE
5270639.cif,1.02,TRUE
5270927.cif,1.314,TRUE
5272784.cif,1.307,TRUE
5274586.cif,1.355,TRUE
5281797.cif,0.619,TRUE
5281818.cif,0.812,TRUE
5438781.cif,0.73,TRUE
5438786.cif,3.187,TRUE
5438811.cif,3.876,TRUE
5438831.cif,3.882,TRUE
5438851.cif,2.171,TRUE
5438861.cif,3.465,TRUE
5438936.cif,3.402,TRUE
5438976.cif,3.776,TRUE
5438981.cif,3.766,TRUE
5438986.cif,4.245,TRUE
5438991.cif,4.551,TRUE
5439026.cif,3.801,TRUE
5439056.cif,3.504,TRUE
5439061.cif,3.492,TRUE
5439076.cif,3.713,TRUE
5439106.cif,4.315,TRUE
5439116.cif,4.647,TRUE
5439141.cif,3.215,TRUE
5439146.cif,3.601,TRUE
5439156.cif,1.471,TRUE
5439171.cif,0.867,TRUE
5439196.cif,0.59,TRUE
5439226.cif,0.635,TRUE
5439251.cif,0.527,TRUE
5439266.cif,0.534,TRUE
5439271.cif,1.173,TRUE
5439306.cif,1.044,TRUE
5439321.cif,0.616,TRUE
5439366.cif,1.095,TRUE
5439391.cif,1.322,TRUE
5439396.cif,0.664,TRUE
5439406.cif,0.612,TRUE
5439416.cif,3.886,TRUE
5439426.cif,3.386,TRUE
5439481.cif,4.126,TRUE
5439486.cif,2.189,TRUE
5439491.cif,0.709,TRUE
5439536.cif,3.535,TRUE
5439621.cif,1.698,TRUE
5439696.cif,1.347,TRUE
5439731.cif,2.065,TRUE
5439791.cif,0.942,TRUE
5439806.cif,1.243,TRUE
5439816.cif,3.885,TRUE
5439836.cif,3.845,TRUE
5439841.cif,3.434,TRUE
5439851.cif,3.604,TRUE
5439876.cif,3.733,TRUE
5439901.cif,4.336,TRUE
5439916.cif,4.968,TRUE
5439996.cif,4.6,TRUE
5440016.cif,3.146,TRUE
5440041.cif,3.362,TRUE
5440081.cif,1.254,TRUE
5440106.cif,1.424,TRUE
5440116.cif,1.135,TRUE
5440141.cif,1.131,TRUE
5440156.cif,1.041,TRUE
5440191.cif,1.569,TRUE
5440226.cif,3.451,TRUE
5440231.cif,3.478,TRUE
5440236.cif,0.611,TRUE
5440241.cif,0.519,TRUE
5440271.cif,0.823,TRUE
5440306.cif,1.153,TRUE
5440321.cif,3.295,TRUE
5440346.cif,4.909,TRUE
5440381.cif,4.778,TRUE
5440391.cif,7.629,TRUE
5440436.cif,1.959,TRUE
5440441.cif,2.995,TRUE
5440446.cif,3.642,TRUE
5440451.cif,4.694,TRUE
5440466.cif,2.083,TRUE
5440491.cif,5.054,TRUE
5440496.cif,7.754,TRUE
5440501.cif,4.328,TRUE
5440519.cif,5.213,TRUE
5440546.cif,6.654,TRUE
5440551.cif,3.412,TRUE
5440590.cif,0.943,TRUE
5440616.cif,1.117,TRUE
5440626.cif,1.335,TRUE
5440646.cif,0.823,TRUE
5440656.cif,1.224,TRUE
5440701.cif,0.665,TRUE
5440726.cif,1.46,TRUE
5440736.cif,1.731,TRUE
5440766.cif,1.727,TRUE
5440846.cif,2.443,TRUE
5440856.cif,2.306,TRUE
5440881.cif,2.299,TRUE
5440901.cif,2.441,TRUE
5440906.cif,1.053,TRUE
5440921.cif,5.053,TRUE
5440926.cif,4.455,TRUE
5440941.cif,5.375,TRUE
5440996.cif,7.195,TRUE
5441001.cif,7.211,TRUE
5441006.cif,5.266,TRUE
5441011.cif,7.226,TRUE
5441031.cif,7.267,TRUE
5441061.cif,3.526,TRUE
5441096.cif,7.033,TRUE
5441111.cif,7.027,TRUE
5441116.cif,0.533,TRUE
5441121.cif,1.059,TRUE
5441126.cif,0.67,TRUE
5441176.cif,1.645,TRUE
5441191.cif,1.654,TRUE
5441631.cif,1.769,TRUE
5441656.cif,2.117,TRUE
5441761.cif,3.455,TRUE
5441771.cif,3.431,TRUE
5441791.cif,6.871,TRUE
5441811.cif,6.782,TRUE
5441841.cif,6.795,TRUE
5441861.cif,4.44,TRUE
5442131.cif,5.359,TRUE
5442141.cif,7.098,TRUE
5442146.cif,7.125,TRUE
5442156.cif,3.374,TRUE
5442181.cif,3.426,TRUE
5442191.cif,3.695,TRUE
5442196.cif,2.707,TRUE
5442221.cif,3.291,TRUE
5442231.cif,4.381,TRUE
5442241.cif,5.381,TRUE
5442256.cif,7.206,TRUE
5442301.cif,7.181,TRUE
5442306.cif,3.559,TRUE
5442336.cif,2.506,TRUE
5442386.cif,3.698,TRUE
5442416.cif,6.229,TRUE
5442426.cif,6.24,TRUE
5442431.cif,2.273,TRUE
5442476.cif,1.438,TRUE
5442491.cif,1.615,TRUE
5442576.cif,1.88,TRUE
5442581.cif,2.025,TRUE
5442586.cif,2.477,TRUE
5442601.cif,2.459,TRUE
5442666.cif,2.624,TRUE
5442721.cif,1.466,TRUE
5442741.cif,4.391,TRUE
5446525.cif,5.208,TRUE
5446801.cif,6.833,TRUE
5446821.cif,6.634,TRUE
5446866.cif,3.399,TRUE
5446871.cif,0.821,TRUE
5446956.cif,5.404,TRUE
5446981.cif,7.365,TRUE
5446986.cif,7.38,TRUE
5447036.cif,7.546,TRUE
5447071.cif,3.799,TRUE
5447091.cif,5.519,TRUE
5447121.cif,1.453,TRUE
5447126.cif,1.329,TRUE
5447161.cif,1.479,TRUE
5447171.cif,1.712,TRUE
5447176.cif,1.7,TRUE
5447201.cif,2.234,TRUE
5447221.cif,2.167,TRUE
5447226.cif,1.532,TRUE
5447231.cif,3.217,TRUE
5447236.cif,4.479,TRUE
5447266.cif,5.29,TRUE
5447326.cif,6.84,TRUE
5447341.cif,3.358,TRUE
5447361.cif,0.54,TRUE
5447371.cif,0.857,TRUE
5447446.cif,2.418,TRUE
5447456.cif,5.26,TRUE
5447506.cif,6.893,TRUE
5447511.cif,6.771,TRUE
5447516.cif,6.574,TRUE
5447561.cif,3.388,TRUE
5447576.cif,5.325,TRUE
5447741.cif,6.716,TRUE
5447781.cif,1.479,TRUE
5447796.cif,2.194,TRUE
5447836.cif,2.261,TRUE
5447846.cif,1.206,TRUE
5447861.cif,1.334,TRUE
5447876.cif,1.48,TRUE
5447896.cif,2.051,TRUE
5447921.cif,3.099,TRUE
5447926.cif,3.549,TRUE
5447956.cif,3.493,TRUE
5447966.cif,4.164,TRUE
5448006.cif,4.348,TRUE
5448016.cif,7.423,TRUE
5448036.cif,7.372,TRUE
5448126.cif,7.465,TRUE
5448161.cif,2.654,TRUE
5448166.cif,4.48,TRUE
5448226.cif,5.339,TRUE
5448241.cif,7.102,TRUE
5448256.cif,7.144,TRUE
5448286.cif,3.415,TRUE
5448406.cif,3.203,TRUE
5448456.cif,7.313,TRUE
5448496.cif,5.244,TRUE
5448511.cif,7.057,TRUE
5448516.cif,7.191,TRUE
5448521.cif,3.506,TRUE
5448536.cif,1.007,TRUE
5448541.cif,2.883,TRUE
5448546.cif,5.641,TRUE
5448571.cif,1.443,TRUE
5448601.cif,2.428,TRUE
5448631.cif,4.247,TRUE
5448646.cif,0.651,TRUE
5448671.cif,5.389,TRUE
5448676.cif,7.366,TRUE
5448681.cif,3.652,TRUE
5448686.cif,2.026,TRUE
5448736.cif,1.462,TRUE
5448746.cif,1.931,TRUE
5448756.cif,4.436,TRUE
5448791.cif,5.317,TRUE
5448826.cif,7.412,TRUE
5448901.cif,7.347,TRUE
5448906.cif,2.835,TRUE
5448956.cif,7.883,TRUE
5448966.cif,3.425,TRUE
5448971.cif,4.241,TRUE
5448986.cif,3.713,TRUE
5449026.cif,2.978,TRUE
5449031.cif,3.24,TRUE
5449041.cif,3.551,TRUE
5449046.cif,3.929,TRUE
5449091.cif,2.526,TRUE
5449121.cif,4.1,TRUE
5449141.cif,4.095,TRUE
5449151.cif,1.156,TRUE
5449171.cif,2.507,TRUE
5449246.cif,2.5,TRUE
5449266.cif,3.08,TRUE
5449296.cif,4.526,TRUE
5449431.cif,1.531,TRUE
5449481.cif,3.052,TRUE
5449486.cif,3.824,TRUE
5449511.cif,5.151,TRUE
5449551.cif,4.264,TRUE
5449566.cif,6.22,TRUE
5449586.cif,4.205,TRUE
5449591.cif,4.986,TRUE
5449601.cif,7.563,TRUE
5449606.cif,3.043,TRUE
5449616.cif,0.595,TRUE
5449621.cif,0.787,TRUE
5449626.cif,1.168,TRUE
5449636.cif,1.57,TRUE
5449641.cif,2.094,TRUE
5449651.cif,2.2,TRUE
5449676.cif,4.432,TRUE
5449686.cif,5.428,TRUE
5449701.cif,8.082,TRUE
5449711.cif,3.264,TRUE
5449721.cif,4.465,TRUE
5449821.cif,5.266,TRUE
5449831.cif,5.398,TRUE
5449836.cif,8.131,TRUE
5449871.cif,3.267,TRUE
5449901.cif,4.821,TRUE
5449911.cif,8.245,TRUE
5449926.cif,0.59,TRUE
5449931.cif,0.79,TRUE
5449936.cif,1.654,TRUE
5450011.cif,1.362,TRUE
5450016.cif,2.739,TRUE
5450061.cif,6.477,TRUE
5450076.cif,4.201,TRUE
5450086.cif,5.199,TRUE
5450111.cif,7.969,TRUE
5450141.cif,3.058,TRUE
5450151.cif,3.245,TRUE
5450161.cif,0.778,TRUE
5450186.cif,2.712,TRUE
5450196.cif,4.117,TRUE
5450231.cif,4.317,TRUE
5450251.cif,4.08,TRUE
5450256.cif,4.137,TRUE
5450266.cif,4.273,TRUE
5450271.cif,4.442,TRUE
5450306.cif,5.258,TRUE
5450326.cif,5.397,TRUE
5450341.cif,8.103,TRUE
5450446.cif,3.262,TRUE
5450516.cif,1.932,TRUE
5450536.cif,1.735,TRUE
5450541.cif,3.087,TRUE
5450546.cif,5.709,TRUE
5450571.cif,5.848,TRUE
5450606.cif,5.851,TRUE
5450626.cif,5.752,TRUE
5450631.cif,5.847,TRUE
5450656.cif,0.575,TRUE
5450666.cif,0.985,TRUE
5450681.cif,1.597,TRUE
5450686.cif,2.288,TRUE
5450691.cif,2.287,TRUE
5450781.cif,0.979,TRUE
5450826.cif,3.935,TRUE
5450846.cif,5.258,TRUE
5450866.cif,7.2,TRUE
5450876.cif,3.185,TRUE
5450886.cif,4.509,TRUE
5451001.cif,5.437,TRUE
5451031.cif,8.031,TRUE
5451041.cif,3.446,TRUE
5451051.cif,5.791,TRUE
5451061.cif,1.607,TRUE
5451131.cif,1.363,TRUE
5451161.cif,1.758,TRUE
5451166.cif,2.192,TRUE
5451186.cif,2.188,TRUE
5451191.cif,1.16,TRUE
5451196.cif,2.77,TRUE
5451216.cif,4.214,TRUE
5451241.cif,7.548,TRUE
5451251.cif,3.047,TRUE
5451311.cif,4.219,TRUE
5451341.cif,5.002,TRUE
5451396.cif,7.576,TRUE
5451401.cif,3.239,TRUE
5451416.cif,0.986,TRUE
5451431.cif,0.993,TRUE
5451486.cif,1.197,TRUE
5451516.cif,2.072,TRUE
5451571.cif,0.585,TRUE
5451581.cif,0.994,TRUE
5451621.cif,3.261,TRUE
5451651.cif,3.053,TRUE
5451656.cif,3.258,TRUE
5451691.cif,4.024,TRUE
5451696.cif,4.186,TRUE
5451711.cif,4.19,TRUE
5451721.cif,4.02,TRUE
5451731.cif,3.307,TRUE
5451746.cif,3.13,TRUE
5451781.cif,3.982,TRUE
5451796.cif,3.957,TRUE
5451841.cif,6.667,TRUE
5451851.cif,2.462,TRUE
5451871.cif,2.257,TRUE
5451911.cif,4.22,TRUE
5451916.cif,5.198,TRUE
5451956.cif,7.818,TRUE
5451961.cif,3.248,TRUE
5451981.cif,5.248,TRUE
5452001.cif,8.149,TRUE
5452011.cif,3.263,TRUE
5452021.cif,3.261,TRUE
5452036.cif,0.981,TRUE
5452041.cif,1.938,TRUE
5452046.cif,2.725,TRUE
5452096.cif,0.831,TRUE
5452106.cif,4.992,TRUE
5452116.cif,1.151,TRUE
5452151.cif,0.771,TRUE
5452186.cif,1.742,TRUE
5452366.cif,3.872,TRUE
5452401.cif,4.627,TRUE
5452421.cif,5.459,TRUE
5452441.cif,5.426,TRUE
5456763.cif,8.171,TRUE
5456773.cif,3.269,TRUE
5456788.cif,1.168,TRUE
5456803.cif,1.367,TRUE
5456808.cif,3.752,TRUE
5456823.cif,5.759,TRUE
5456833.cif,5.037,TRUE
5456913.cif,7.901,TRUE
5456923.cif,3.243,TRUE
5456983.cif,2.984,TRUE
5457068.cif,3.626,TRUE
5457103.cif,3.508,TRUE
5457138.cif,3.753,TRUE
5457188.cif,4.587,TRUE
5457218.cif,1.665,TRUE
5457223.cif,0.849,TRUE
5457233.cif,0.844,TRUE
5457318.cif,1.293,TRUE
5457338.cif,3.194,TRUE
5457343.cif,3.195,TRUE
5457353.cif,4.358,TRUE
5457358.cif,0.754,TRUE
5457458.cif,1.552,TRUE
5457463.cif,1.671,TRUE
5457468.cif,2.248,TRUE
5457473.cif,1.508,TRUE
5457513.cif,1.489,TRUE
5457558.cif,1.993,TRUE
5457563.cif,0.634,TRUE
5457588.cif,0.628,TRUE
5457593.cif,5.785,TRUE
5457603.cif,2.592,TRUE
5457683.cif,4.233,TRUE
5457703.cif,2.511,TRUE
5457733.cif,1.226,TRUE
5457753.cif,2.568,TRUE
5457788.cif,2.578,TRUE
5457793.cif,4.795,TRUE
5457853.cif,4.767,TRUE
5457883.cif,1.674,TRUE
5457888.cif,3.233,TRUE
5457913.cif,3.109,TRUE
5457923.cif,3.842,TRUE
5457953.cif,3.855,TRUE
5458123.cif,5.146,TRUE
5458163.cif,5.121,TRUE
5458173.cif,5.231,TRUE
5458268.cif,5.097,TRUE
5458283.cif,5.177,TRUE
5458288.cif,2.201,TRUE
5458293.cif,5.727,TRUE
5458298.cif,4.375,TRUE
5458333.cif,5.112,TRUE
5458368.cif,7.494,TRUE
5458383.cif,3.233,TRUE
5458403.cif,0.574,TRUE
5458453.cif,1.31,TRUE
5458513.cif,1.251,TRUE
5458538.cif,1.6,TRUE
5458563.cif,2.174,TRUE
5458583.cif,2.182,TRUE
5458608.cif,6.457,TRUE
5458623.cif,4.39,TRUE
5458663.cif,4.51,TRUE
5458668.cif,7.638,TRUE
5458823.cif,3.31,TRUE
5458833.cif,4.524,TRUE
5458853.cif,5.441,TRUE
5458858.cif,7.811,TRUE
5458953.cif,3.54,TRUE
5458993.cif,7.675,TRUE
5459003.cif,0.799,TRUE
5459023.cif,1.697,TRUE
5459038.cif,2.833,TRUE
5459043.cif,6.558,TRUE
5459053.cif,1.257,TRUE
5459063.cif,4.297,TRUE
5459073.cif,5.217,TRUE
5459078.cif,7.857,TRUE
5459098.cif,7.55,TRUE
5459103.cif,3.318,TRUE
5459128.cif,2.934,TRUE
5459203.cif,4.264,TRUE
5459308.cif,4.275,TRUE
5459323.cif,4.14,TRUE
5459328.cif,4.2,TRUE
5459373.cif,4.128,TRUE
5459378.cif,4.285,TRUE
5459393.cif,4.433,TRUE
5459403.cif,5.491,TRUE
5459408.cif,5.459,TRUE
5459473.cif,7.708,TRUE
5459513.cif,3.405,TRUE
5459523.cif,2.015,TRUE
5459563.cif,3.149,TRUE
5459568.cif,5.859,TRUE
5459629.cif,5.979,TRUE
5459759.cif,1.571,TRUE
5459769.cif,0.775,TRUE
5459809.cif,1.154,TRUE
5459814.cif,1.616,TRUE
5459849.cif,2.307,TRUE
5459879.cif,0.916,TRUE
5459894.cif,4.562,TRUE
5459904.cif,4.785,TRUE
5459914.cif,7.484,TRUE
5459919.cif,7.146,TRUE
5459964.cif,3.275,TRUE
5460004.cif,8.84,TRUE
5460014.cif,4.477,TRUE
5460039.cif,5.578,TRUE
5460079.cif,7.944,TRUE
5460089.cif,3.528,TRUE
5460094.cif,8.6,TRUE
5460109.cif,1.465,TRUE
5460124.cif,1.401,TRUE
5460129.cif,1.737,TRUE
5460274.cif,1.715,TRUE
5460309.cif,1.223,TRUE
5460314.cif,1.567,TRUE
5460324.cif,4.351,TRUE
5460329.cif,5.177,TRUE
5460374.cif,7.723,TRUE
5460394.cif,7.486,TRUE
5460419.cif,3.199,TRUE
5460439.cif,0.888,TRUE
5460469.cif,3.118,TRUE
5460479.cif,3.869,TRUE
5463074.cif,6.595,TRUE
5463084.cif,4.965,TRUE
5463124.cif,4.94,TRUE
5463204.cif,4.925,TRUE
5463304.cif,4.258,TRUE
5463324.cif,5.147,TRUE
5463744.cif,7.618,TRUE
5463829.cif,7.617,TRUE
5463844.cif,3.39,TRUE
5464014.cif,2.293,TRUE
5464049.cif,2.897,TRUE
5464144.cif,2.162,TRUE
5464204.cif,1.148,TRUE
5464224.cif,1.398,TRUE
5464294.cif,2.069,TRUE
5464399.cif,0.682,TRUE
5464469.cif,2.655,TRUE
5464539.cif,3.202,TRUE
5464579.cif,3.107,TRUE
5464659.cif,4.343,TRUE
5464669.cif,4.339,TRUE
5464704.cif,4.282,TRUE
5464744.cif,4.307,TRUE
5464834.cif,1.985,TRUE
5464859.cif,3.359,TRUE
5464879.cif,4.185,TRUE
5464889.cif,7.034,TRUE
5464959.cif,2.886,TRUE
5465074.cif,2.467,TRUE
5465079.cif,5.307,TRUE
5465134.cif,7.723,TRUE
5465239.cif,7.643,TRUE
5465339.cif,3.292,TRUE
5465384.cif,3.553,TRUE
5465429.cif,7.997,TRUE
5465509.cif,4.505,TRUE
5465599.cif,5.304,TRUE
5465669.cif,7.718,TRUE
5465684.cif,3.334,TRUE
5465719.cif,1.051,TRUE
5465814.cif,1.003,TRUE
5465829.cif,1.903,TRUE
5465839.cif,4.016,TRUE
5465964.cif,4.507,TRUE
5465969.cif,5.559,TRUE
5466024.cif,7.721,TRUE
5466029.cif,3.575,TRUE
5466114.cif,4.996,TRUE
5466204.cif,1.144,TRUE
5466219.cif,2.045,TRUE
5466299.cif,1.501,TRUE
5466364.cif,4.311,TRUE
5617755.cif,5.219,TRUE
5617809.cif,7.924,TRUE
5618033.cif,7.677,TRUE
5618225.cif,2.885,TRUE
5618549.cif,3.361,TRUE
5618585.cif,8.177,TRUE
5618601.cif,7.297,TRUE
5618605.cif,3.749,TRUE
5618779.cif,3.21,TRUE
5618787.cif,3.179,TRUE
5618791.cif,3.671,TRUE
5618931.cif,4.171,TRUE
5618943.cif,4.192,TRUE
5619239.cif,0.729,TRUE
5619283.cif,0.726,TRUE
5619291.cif,1.041,TRUE
5619311.cif,3.931,TRUE
5619363.cif,3.243,TRUE
5619379.cif,3.686,TRUE
5619391.cif,4.014,TRUE
5619419.cif,4.367,TRUE
5619427.cif,4.796,TRUE
5619439.cif,7.459,TRUE
5619443.cif,3.007,TRUE
5619555.cif,3.071,TRUE
5619571.cif,3.615,TRUE
5619579.cif,4.671,TRUE
5619611.cif,3.648,TRUE
5619663.cif,4.213,TRUE
5619671.cif,4.872,TRUE
5619715.cif,7.321,TRUE
5619755.cif,5.653,TRUE
5619763.cif,5.021,TRUE
5619799.cif,6.216,TRUE
5619803.cif,1.894,TRUE
5619895.cif,1.852,TRUE
5619943.cif,1.778,TRUE
5619947.cif,1.803,TRUE
5619959.cif,2.334,TRUE
5620023.cif,2.245,TRUE
5620079.cif,6.774,TRUE
5620111.cif,5.258,TRUE
5620115.cif,6.693,TRUE
5620243.cif,0.842,TRUE
5620263.cif,2.167,TRUE
5620287.cif,3.622,TRUE
5620315.cif,6.934,TRUE
5620319.cif,5.105,TRUE
5620351.cif,6.502,TRUE
5620359.cif,3.352,TRUE
5620423.cif,6.775,TRUE
5620463.cif,2.632,TRUE
5620471.cif,3.848,TRUE
5620479.cif,5.91,TRUE
5620507.cif,5.934,TRUE
5620611.cif,2.071,TRUE
5620631.cif,0.618,TRUE
5620701.cif,5.203,TRUE
5620709.cif,7.016,TRUE
5620773.cif,7.825,TRUE
5620781.cif,1.438,TRUE
5620813.cif,1.886,TRUE
5620849.cif,2.276,TRUE
5620857.cif,1.323,TRUE
5620869.cif,5.107,TRUE
5621067.cif,6.155,TRUE
5621155.cif,5.226,TRUE
5621243.cif,6.258,TRUE
5621271.cif,6.071,TRUE
5621275.cif,5.306,TRUE
5621351.cif,1.843,TRUE
5621355.cif,2.327,TRUE
57171.cif,1.728,TRUE
6026131.cif,2.928,TRUE
6064061.cif,4.005,TRUE
6107773.cif,3.491,TRUE
6126443.cif,4.302,TRUE
6126766.cif,7.538,TRUE
6126767.cif,7.487,TRUE
6126802.cif,7.205,TRUE
6127838.cif,2.443,TRUE
6129300.cif,4.441,TRUE
6165202.cif,3.572,TRUE
6165759.cif,4.394,TRUE
6166724.cif,5.247,TRUE
6166798.cif,6.748,TRUE
6166953.cif,3.545,TRUE
6167054.cif,3.024,TRUE
6167574.cif,5.882,TRUE
6169916.cif,1.674,TRUE
6170078.cif,2.639,TRUE
6170097.cif,4.151,TRUE
6170114.cif,4.12,TRUE
6170228.cif,5.28,TRUE
6173365.cif,6.976,TRUE
6181013.cif,6.814,TRUE
6200192.cif,1.688,TRUE
6201291.cif,2.414,TRUE
6202614.cif,1.972,TRUE
6203708.cif,4.424,TRUE
6204558.cif,5.135,TRUE
6206620.cif,6.893,TRUE
6207124.cif,6.743,TRUE
6207224.cif,2.825,TRUE
6207258.cif,7.146,TRUE
6207351.cif,3.41,TRUE
6218096.cif,0.94,TRUE
6218101.cif,3.372,TRUE
6218135.cif,3.894,TRUE
6218137.cif,2.249,TRUE
6218161.cif,1.629,TRUE
6218174.cif,1.683,TRUE
6218226.cif,1.225,TRUE
6218469.cif,0.839,TRUE
6218484.cif,0.621,TRUE
6218509.cif,2.07,TRUE
6218561.cif,2.089,TRUE
6218602.cif,2.32,TRUE
6218604.cif,2.829,TRUE
6218606.cif,1.669,TRUE
6218611.cif,2.688,TRUE
6218669.cif,3.095,TRUE
6218751.cif,4.045,TRUE
6218939.cif,2.251,TRUE
6219701.cif,2.457,TRUE
6235374.cif,2.669,TRUE
6235441.cif,3.79,TRUE
6247064.cif,3.748,TRUE
6248373.cif,2.263,TRUE
6248692.cif,1.051,TRUE
6249789.cif,3.108,TRUE
6250122.cif,3.694,TRUE
6261298.cif,5.257,TRUE
6262704.cif,5.076,TRUE
6263043.cif,2.652,TRUE
6263348.cif,2.914,TRUE
6269108.cif,3.27,TRUE
6274373.cif,2.561,TRUE
6277060.cif,3.595,TRUE
6277628.cif,4.297,TRUE
6278461.cif,4.488,TRUE
6278981.cif,1.044,TRUE
6279380.cif,1.036,TRUE
6279808.cif,0.74,TRUE
6280385.cif,0.744,TRUE
6280616.cif,1.55,TRUE
6280882.cif,1.801,TRUE
6280919.cif,2.087,TRUE
6281364.cif,5.821,TRUE
6281618.cif,4.136,TRUE
6281866.cif,3.114,TRUE
6282052.cif,2.725,TRUE
6282085.cif,0.601,TRUE
6282098.cif,1.657,TRUE
6282564.cif,3.775,TRUE
6282623.cif,3.04,TRUE
6282735.cif,3.395,TRUE
6282817.cif,3.501,TRUE
6282869.cif,2.583,TRUE
6282990.cif,3.691,TRUE
6283356.cif,4.515,TRUE
6283455.cif,3.133,TRUE
6283490.cif,1.462,TRUE
6283544.cif,0.694,TRUE
6283603.cif,1.858,TRUE
6283644.cif,0.518,TRUE
6283831.cif,0.616,TRUE
6287935.cif,1.969,TRUE
6296393.cif,2.37,TRUE
6296458.cif,0.708,TRUE
6296624.cif,1.052,TRUE
6296672.cif,0.582,TRUE
6296704.cif,0.585,TRUE
6296706.cif,0.625,TRUE
6296731.cif,1.233,TRUE
6296974.cif,1.647,TRUE
6296978.cif,2.306,TRUE
6297011.cif,1.76,TRUE
6297176.cif,2.079,TRUE
6297251.cif,2.613,TRUE
6297267.cif,1.409,TRUE
6297283.cif,0.86,TRUE
6297318.cif,0.941,TRUE
6297377.cif,1.453,TRUE
6297400.cif,1.569,TRUE
